occurrenceID	scientificName	order	family	genus	specificEpithet	country	institutionCode	catalogNumber	recordedBy	recordNumber	dynamicProperties	associatedSequences	basisOfRecord	kingdom
s27727	Brachypeza archytas	Asparagales	Orchidaceae	Brachypeza	archytas		CANB	CANB 891053	Clements, M.A.	ORG7566	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Brachypeza_archytas", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599258	MaterialCitation	Plantae
s26205	Brassia caudata	Asparagales	Orchidaceae	Brassia	caudata		K		Ekman	10293	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Brassia_caudata", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622558	MaterialCitation	Plantae
s27729	Bromheadia finlaysoniana	Asparagales	Orchidaceae	Bromheadia	finlaysoniana		CANB	CANB 677121	Roberts, L.J.	ORG2083	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Bromheadia_finlaysoniana", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599259	MaterialCitation	Plantae
s29237	Bulbophyllum keekee	Asparagales	Orchidaceae	Bulbophyllum	keekee		CBG	CBG 8916317	Clements, M.A.	5675	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Bulbophyllum_keekee", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599411	MaterialCitation	Plantae
s00733	Bulbophyllum lucidum	Asparagales	Orchidaceae	Bulbophyllum	lucidum	Madagascar	K		Hermans	4442	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Bulbophyllum_lucidum", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5034628	MaterialCitation	Plantae
s27731	Burnettia cuneata	Asparagales	Orchidaceae	Burnettia	cuneata		CANB	CANB 669199	Hyatt, L.	ORG1608	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Burnettia_cuneata", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599260	MaterialCitation	Plantae
s29179	Caladenia gemmata	Asparagales	Orchidaceae	Caladenia	gemmata		CBG	CBG 9519620	French, C.J. DLJ	14379	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Caladenia_gemmata", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599270	MaterialCitation	Plantae
s29205	Caladenia major	Asparagales	Orchidaceae	Caladenia	major		CANB	CANB 664807	Jones, D.L.	19124	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Caladenia_major", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599291	MaterialCitation	Plantae
s29197	Caladenia saccharata	Asparagales	Orchidaceae	Caladenia	saccharata		CANB	CANB 653916	French, C.J.	5681	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Caladenia_saccharata", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599284	MaterialCitation	Plantae
s26203	Calanthe calanthoides	Asparagales	Orchidaceae	Calanthe	calanthoides		K		Phillips, B.R.	30	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Calanthe_calanthoides", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622557	MaterialCitation	Plantae
s31550	Calanthe hoshii	Asparagales	Orchidaceae	Calanthe	hoshii						{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Calanthe_hoshii", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/DRR172086	MaterialCitation	Plantae
s27735	Calanthe triplicata	Asparagales	Orchidaceae	Calanthe	triplicata		CANB	CANB 882138	Clements, M.A.	11608	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Calanthe_triplicata", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599261	MaterialCitation	Plantae
s27737	Caleana major	Asparagales	Orchidaceae	Caleana	major		CANB	CANB 681199	Clements, M.A.	11301	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Caleana_major", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599262	MaterialCitation	Plantae
s27739	Calochilus paludosus	Asparagales	Orchidaceae	Calochilus	paludosus		CANB	CANB 651119	Jones, D.L.	18793	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Calochilus_paludosus", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599263	MaterialCitation	Plantae
s28463	Calochilus robertsonii	Asparagales	Orchidaceae	Calochilus	robertsonii		K		Coveny, R.	10291	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Calochilus_robertsonii", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622656	MaterialCitation	Plantae
s29093	Calopogon barbatus	Asparagales	Orchidaceae	Calopogon	barbatus						{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Calopogon_barbatus", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR13390752	MaterialCitation	Plantae
s00736	Calypso bulbosa	Asparagales	Orchidaceae	Calypso	bulbosa	United States of America	K		Chase, M.W.	16324	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Calypso_bulbosa", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5006143	MaterialCitation	Plantae
s26327	Capanemia theresae	Asparagales	Orchidaceae	Capanemia	theresae		K		Widgren, J.F.	778	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Capanemia_theresae", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622595	MaterialCitation	Plantae
s01014	Catasetum discolor	Asparagales	Orchidaceae	Catasetum	discolor		K				{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Catasetum_discolor", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033239	MaterialCitation	Plantae
s01031	Cattleya labiata	Asparagales	Orchidaceae	Cattleya	labiata	Brazil	K		van den Berg, C.	53	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Cattleya_labiata", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033226	MaterialCitation	Plantae
s20139	Cephalanthera damasonium	Asparagales	Orchidaceae	Cephalanthera	damasonium						{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Cephalanthera_damasonium", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR7030599	MaterialCitation	Plantae
s26271	Chelonistele sulphurea	Asparagales	Orchidaceae	Chelonistele	sulphurea		K		Meyers	H46183	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Chelonistele_sulphurea", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622575	MaterialCitation	Plantae
s27743	Chiloglottis diphylla	Asparagales	Orchidaceae	Chiloglottis	diphylla		CANB	CANB 677267	Dowling, W.M.	146	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Chiloglottis_diphylla", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599264	MaterialCitation	Plantae
s20151	Chiloglottis seminuda	Asparagales	Orchidaceae	Chiloglottis	seminuda						{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Chiloglottis_seminuda", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR7694026	MaterialCitation	Plantae
s27745	Chiloschista phyllorhiza	Asparagales	Orchidaceae	Chiloschista	phyllorhiza		CANB	CANB 599724	Jones, D.L.	18945	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Chiloschista_phyllorhiza", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599265	MaterialCitation	Plantae
s01058	Chloraea magellanica	Asparagales	Orchidaceae	Chloraea	magellanica	Chile	K		Ryan, A.	1	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Chloraea_magellanica", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033232	MaterialCitation	Plantae
s25789	Chroniochilus virescens	Asparagales	Orchidaceae	Chroniochilus	virescens		K	K000546496	Beaman, J.H.	10014	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Chroniochilus_virescens", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622439	MaterialCitation	Plantae
s00898	Chysis bractescens	Asparagales	Orchidaceae	Chysis	bractescens	Belize	K		Chase, M.W.	O-558	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Chysis_bractescens", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5006134	MaterialCitation	Plantae
s25957	Cirrhaea dependens	Asparagales	Orchidaceae	Cirrhaea	dependens		K		Glaziou, A.	14323	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Cirrhaea_dependens", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622479	MaterialCitation	Plantae
s26301	Claderia viridiflora	Asparagales	Orchidaceae	Claderia	viridiflora		K		Maingay, A.C.	3294	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Claderia_viridiflora", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622584	MaterialCitation	Plantae
s25639	Cleisocentron pallens	Asparagales	Orchidaceae	Cleisocentron	pallens		K	K000546412	H.K.	s.n.	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Cleisocentron_pallens", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622381	MaterialCitation	Plantae
s25727	Cleisostoma inflatum	Asparagales	Orchidaceae	Cleisostoma	inflatum		K	K000546394	Lamb, A. SAN	93453	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Cleisostoma_inflatum", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622413	MaterialCitation	Plantae
s25755	Cleisostoma scortechinii	Asparagales	Orchidaceae	Cleisostoma	scortechinii		K	K000546396	Lamb, A.	947/88	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Cleisostoma_scortechinii", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622423	MaterialCitation	Plantae
s25695	Cleisostoma williamsonii	Asparagales	Orchidaceae	Cleisostoma	williamsonii		K	K000546390	Dorji, Y.	22	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Cleisostoma_williamsonii", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622399	MaterialCitation	Plantae
s01015	Coelia triptera	Asparagales	Orchidaceae	Coelia	triptera		K		Chase, M.W.	82189	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Coelia_triptera", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033238	MaterialCitation	Plantae
s00756	Coelogyne cristata	Asparagales	Orchidaceae	Coelogyne	cristata		K		Chase, M.W.	18852	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Coelogyne_cristata", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5006147	MaterialCitation	Plantae
s25867	Coelogyne fimbriata	Asparagales	Orchidaceae	Coelogyne	fimbriata		K				{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Coelogyne_fimbriata", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622443	MaterialCitation	Plantae
s25951	Comparettia sp.	Asparagales	Orchidaceae	Comparettia	sp.						{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Comparettia_sp.", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR10978137	MaterialCitation	Plantae
s27747	Cooktownia robertsii	Asparagales	Orchidaceae	Cooktownia	robertsii		CANB	CANB 679460	Roberts, L.J.	ORG2113	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Cooktownia_robertsii", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599266	MaterialCitation	Plantae
s26201	Corallorhiza ekmanii	Asparagales	Orchidaceae	Corallorhiza	ekmanii		K		Phillips, B.R.	123	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Corallorhiza_ekmanii", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622556	MaterialCitation	Plantae
s27749	Corybas aconitiflorus	Asparagales	Orchidaceae	Corybas	aconitiflorus		CANB	CANB 664909	Jones, D.L.	19223	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Corybas_aconitiflorus", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599267	MaterialCitation	Plantae
s29177	Corymborkis veratrifolia	Asparagales	Orchidaceae	Corymborkis	veratrifolia		CANB	CANB 572780	Gray, B.	8540	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Corymborkis_veratrifolia", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599268	MaterialCitation	Plantae
s00734	Cranichis engelii	Asparagales	Orchidaceae	Cranichis	engelii	Ecuador	K		Schot	s.n.	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Cranichis_engelii", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5006144	MaterialCitation	Plantae
s20225	Cremastra appendiculata	Asparagales	Orchidaceae	Cremastra	appendiculata						{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Cremastra_appendiculata", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR7275401	MaterialCitation	Plantae
s01428	Cryptochilus luteus	Asparagales	Orchidaceae	Cryptochilus	luteus		K		Hiep, N.T.	3479	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Cryptochilus_luteus", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033269	MaterialCitation	Plantae
s27751	Cryptostylis erecta	Asparagales	Orchidaceae	Cryptostylis	erecta		CANB	CANB 666896	Clements, M.A.	10571	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Cryptostylis_erecta", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599269	MaterialCitation	Plantae
s31551	Cryptostylis leptochila	Asparagales	Orchidaceae	Cryptostylis	leptochila						{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Cryptostylis_leptochila", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR12619943	MaterialCitation	Plantae
s28415	Cyclopogon lindleyanus	Asparagales	Orchidaceae	Cyclopogon	lindleyanus	Argentina	K	K000573835			{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Cyclopogon_lindleyanus", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622639	MaterialCitation	Plantae
s25937	Cymbidiella flabellata	Asparagales	Orchidaceae	Cymbidiella	flabellata		K		Randrianasolo	759	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Cymbidiella_flabellata", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622472	MaterialCitation	Plantae
s00774	Cymbidium aloifolium	Asparagales	Orchidaceae	Cymbidium	aloifolium	Thailand	K		Chase, M.W.	O-1464	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Cymbidium_aloifolium", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5006137	MaterialCitation	Plantae
s29181	Cymbidium canaliculatum	Asparagales	Orchidaceae	Cymbidium	canaliculatum		CANB	CANB 892327	Wood, D.	ORG5337	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Cymbidium_canaliculatum", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599271	MaterialCitation	Plantae
s31552	Cymbidium sinense	Asparagales	Orchidaceae	Cymbidium	sinense						{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Cymbidium_sinense", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR15174943	MaterialCitation	Plantae
s24155	Cypripedium acaule	Asparagales	Orchidaceae	Cypripedium	acaule						{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Cypripedium_acaule", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR6127587	MaterialCitation	Plantae
s25061	Cypripedium micranthum	Asparagales	Orchidaceae	Cypripedium	micranthum						{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Cypripedium_micranthum", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR7466538	MaterialCitation	Plantae
s23571	Cypripedium subtropicum	Asparagales	Orchidaceae	Cypripedium	subtropicum						{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Cypripedium_subtropicum", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR7466545	MaterialCitation	Plantae
s25931	Cyrtopodium andersonii	Asparagales	Orchidaceae	Cyrtopodium	andersonii		K		Glaziou, A.	18516	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Cyrtopodium_andersonii", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622470	MaterialCitation	Plantae
s26193	Cyrtopodium punctatum	Asparagales	Orchidaceae	Cyrtopodium	punctatum		K		Fuertes	31	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Cyrtopodium_punctatum", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622552	MaterialCitation	Plantae
s29183	Cyrtostylis reniformis	Asparagales	Orchidaceae	Cyrtostylis	reniformis		CANB	CANB 673039	Jones, D.L.	19306	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Cyrtostylis_reniformis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599272	MaterialCitation	Plantae
s28387	Cystorchis macrophysa	Asparagales	Orchidaceae	Cystorchis	macrophysa	Malaysia	K	K000610504	Karolus, A.	68	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Cystorchis_macrophysa", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622630	MaterialCitation	Plantae
s31553	Dactylorhiza hatagirea	Asparagales	Orchidaceae	Dactylorhiza	hatagirea						{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Dactylorhiza_hatagirea", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR8863098	MaterialCitation	Plantae
s04912	Dactylorhiza iberica	Asparagales	Orchidaceae	Dactylorhiza	iberica	Cyprus	K		Chase, M.W.	960	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Dactylorhiza_iberica", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033544	MaterialCitation	Plantae
s27753	Danhatchia novaehollandiae	Asparagales	Orchidaceae	Danhatchia	novaehollandiae		CANB	CANB 907493	Okada, S	ORG7641	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Danhatchia_novaehollandiae", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599273	MaterialCitation	Plantae
s25869	Dendrobium angustitepalum	Asparagales	Orchidaceae	Dendrobium	angustitepalum		K				{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Dendrobium_angustitepalum", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622444	MaterialCitation	Plantae
s29209	Dendrobium baileyi	Asparagales	Orchidaceae	Dendrobium	baileyi		CANB	CANB 507319	Gray, B.	8350	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Dendrobium_baileyi", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/0	MaterialCitation	Plantae
s07272	Dendrobium ellipsophyllum	Asparagales	Orchidaceae	Dendrobium	ellipsophyllum		K				{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Dendrobium_ellipsophyllum", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5034165	MaterialCitation	Plantae
s29095	Dendrolirium ornatum	Asparagales	Orchidaceae	Dendrolirium	ornatum						{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Dendrolirium_ornatum", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR13390764	MaterialCitation	Plantae
s26199	Dendrophylax porrectus	Asparagales	Orchidaceae	Dendrophylax	porrectus		K		Harris	7762	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Dendrophylax_porrectus", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622555	MaterialCitation	Plantae
s26197	Dendrophylax sallei	Asparagales	Orchidaceae	Dendrophylax	sallei		K		Turckheim	3287	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Dendrophylax_sallei", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622554	MaterialCitation	Plantae
s26195	Dendrophylax varius	Asparagales	Orchidaceae	Dendrophylax	varius		K		Ekman	13469	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Dendrophylax_varius", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622553	MaterialCitation	Plantae
s04339	Diaphananthe bidens	Asparagales	Orchidaceae	Diaphananthe	bidens	Nigeria	K		Chase, M.W.	17841	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Diaphananthe_bidens", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033408	MaterialCitation	Plantae
s26185	Dichaea glauca	Asparagales	Orchidaceae	Dichaea	glauca		K		Ekman	544	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Dichaea_glauca", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622548	MaterialCitation	Plantae
s26183	Dichaea hystricina	Asparagales	Orchidaceae	Dichaea	hystricina		K		Ekman	4769	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Dichaea_hystricina", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622547	MaterialCitation	Plantae
s26191	Dichaea pendula	Asparagales	Orchidaceae	Dichaea	pendula		K		Ekman	12740	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Dichaea_pendula", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622551	MaterialCitation	Plantae
s28419	Dichromanthus cinnabarinus	Asparagales	Orchidaceae	Dichromanthus	cinnabarinus		K		Pringle, CG,	11187	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Dichromanthus_cinnabarinus", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622641	MaterialCitation	Plantae
s27757	Didymoplexis pallens	Asparagales	Orchidaceae	Didymoplexis	pallens		CANB	CANB 383246	Leach	1552	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Didymoplexis_pallens", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599275	MaterialCitation	Plantae
s03560	Dilomilis montana	Asparagales	Orchidaceae	Dilomilis	montana		K		Chase, M.W.	84428	{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Dilomilis_montana", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033243	MaterialCitation	Plantae
s26161	Dimorphorchis lowii	Asparagales	Orchidaceae	Dimorphorchis	lowii						{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Dimorphorchis_lowii", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622540	MaterialCitation	Plantae
s29097	Dinema polybulbon	Asparagales	Orchidaceae	Dinema	polybulbon						{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Dinema_polybulbon", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR13390766	MaterialCitation	Plantae
s16719	Diodonopsis erinacea	Asparagales	Orchidaceae	Diodonopsis	erinacea		L				{"phylogenies": [{"phyloTreeTipLabel": "Asparagales_Orchidaceae_Diodonopsis_erinacea", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7621579	MaterialCitation	Plantae
