occurrenceID	scientificName	order	family	genus	specificEpithet	country	institutionCode	catalogNumber	recordedBy	recordNumber	dynamicProperties	associatedSequences	basisOfRecord	kingdom
s21423	Macbrideina peruviana	Gentianales	Rubiaceae	Macbrideina	peruviana		GB		Persson	710	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Macbrideina_peruviana", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622030	MaterialCitation	Plantae
s21447	Macrocnemum roseum	Gentianales	Rubiaceae	Macrocnemum	roseum		GB		Persson	683	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Macrocnemum_roseum", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622042	MaterialCitation	Plantae
s21555	Macrosphyra longistyla	Gentianales	Rubiaceae	Macrosphyra	longistyla	Nigeria	K		Lowe	2199	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Macrosphyra_longistyla", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622093	MaterialCitation	Plantae
s21471	Manettia pichinchensis	Gentianales	Rubiaceae	Manettia	pichinchensis		GB		Persson	3334	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Manettia_pichinchensis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622052	MaterialCitation	Plantae
s21385	Manostachya ternifolia	Gentianales	Rubiaceae	Manostachya	ternifolia	Congo (the Democratic Republic of the)	K		Malaisse	2063	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Manostachya_ternifolia", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622011	MaterialCitation	Plantae
s21675	Mantalania sambiranensis	Gentianales	Rubiaceae	Mantalania	sambiranensis	Madagascar	K		Rakotonasolo, F.	815	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Mantalania_sambiranensis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622146	MaterialCitation	Plantae
s21495	Mazaea shaferi	Gentianales	Rubiaceae	Mazaea	shaferi		GB		Rova	2224	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Mazaea_shaferi", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622063	MaterialCitation	Plantae
s21519	Melanopsidium nigrum	Gentianales	Rubiaceae	Melanopsidium	nigrum		GB		Persson	2232	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Melanopsidium_nigrum", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622075	MaterialCitation	Plantae
s06569	Mitragyna inermis	Gentianales	Rubiaceae	Mitragyna	inermis	Ghana	K		Asase	10	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Mitragyna_inermis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5034027	MaterialCitation	Plantae
s31594	Mitragyna speciosa	Gentianales	Rubiaceae	Mitragyna	speciosa						{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Mitragyna_speciosa", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR12673041	MaterialCitation	Plantae
s05262	Mitriostigma barteri	Gentianales	Rubiaceae	Mitriostigma	barteri	Cameroon	K		Maurin, O.	6	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Mitriostigma_barteri", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5034756	MaterialCitation	Plantae
s21685	Morindopsis capillaris	Gentianales	Rubiaceae	Morindopsis	capillaris	Thailand	K		Hoed	902	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Morindopsis_capillaris", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622151	MaterialCitation	Plantae
s22129	Myrmecodia beccarii	Gentianales	Rubiaceae	Myrmecodia	beccarii		CNS	CNS 134834	Costion, C.	2134	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Myrmecodia_beccarii", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599842	MaterialCitation	Plantae
s21669	Nargedia macrocarpa	Gentianales	Rubiaceae	Nargedia	macrocarpa	Sri Lanka	K		Kostermans, A.J.G.H	24996	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Nargedia_macrocarpa", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622143	MaterialCitation	Plantae
s21543	Nauclea orientalis	Gentianales	Rubiaceae	Nauclea	orientalis		GB				{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Nauclea_orientalis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622087	MaterialCitation	Plantae
s25119	Neolamarckia cadamba	Gentianales	Rubiaceae	Neolamarckia	cadamba						{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Neolamarckia_cadamba", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR7130587	MaterialCitation	Plantae
s22141	Neonauclea glabra	Gentianales	Rubiaceae	Neonauclea	glabra		CNS	CNS 135081	Costion, C.	2220	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Neonauclea_glabra", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599844	MaterialCitation	Plantae
s21619	Nertera granadensis	Gentianales	Rubiaceae	Nertera	granadensis	Saint Helena, Ascension and Tristan da Cunha	K		Richardson, J.E.	78	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Nertera_granadensis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622122	MaterialCitation	Plantae
s21553	Nesohedyotis arborea	Gentianales	Rubiaceae	Nesohedyotis	arborea	Saint Helena, Ascension and Tristan da Cunha	K		Chase, M.W.	2915	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Nesohedyotis_arborea", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622092	MaterialCitation	Plantae
s21607	Notopleura tapajozensis	Gentianales	Rubiaceae	Notopleura	tapajozensis	Brazil	K	K000578099	Zappi, D.C.	869	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Notopleura_tapajozensis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622117	MaterialCitation	Plantae
s22189	Opercularia diphylla	Gentianales	Rubiaceae	Opercularia	diphylla		MBA	MBA 8220	Ford, A.	4285	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Opercularia_diphylla", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599845	MaterialCitation	Plantae
s31595	Ophiorrhiza pumila	Gentianales	Rubiaceae	Ophiorrhiza	pumila						{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Ophiorrhiza_pumila", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/DRR255663	MaterialCitation	Plantae
s05263	Ophiorrhiza winkleri	Gentianales	Rubiaceae	Ophiorrhiza	winkleri	Malaysia	K		Duaneh, J.	380	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Ophiorrhiza_winkleri", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033642	MaterialCitation	Plantae
s06572	Pachystylus zippelianus	Gentianales	Rubiaceae	Pachystylus	zippelianus	Papua New Guinea	K		Hartley	9774	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Pachystylus_zippelianus", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5034839	MaterialCitation	Plantae
s05264	Paederia thouarsiana	Gentianales	Rubiaceae	Paederia	thouarsiana		K		Maurin, O.	4388	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Paederia_thouarsiana", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033643	MaterialCitation	Plantae
s21401	Pagamea dudleyi	Gentianales	Rubiaceae	Pagamea	dudleyi		GB		Cornejo	8924	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Pagamea_dudleyi", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622019	MaterialCitation	Plantae
s21377	Pagamea guianensis	Gentianales	Rubiaceae	Pagamea	guianensis		GB		Andersson	2015	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Pagamea_guianensis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622007	MaterialCitation	Plantae
s05265	Palicourea nitidella	Gentianales	Rubiaceae	Palicourea	nitidella	Brazil	K	K000578163	Zappi, D.C.	856	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Palicourea_nitidella", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033644	MaterialCitation	Plantae
s21601	Paracephaelis sp.	Gentianales	Rubiaceae	Paracephaelis	sp.		K		Davis, A.P.	3158	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Paracephaelis_sp.", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622114	MaterialCitation	Plantae
s21655	Pauridiantha callicarpoides	Gentianales	Rubiaceae	Pauridiantha	callicarpoides	Gabon	K		Breteler, F.J.	6867	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Pauridiantha_callicarpoides", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622138	MaterialCitation	Plantae
s06573	Pavetta ternifolia	Gentianales	Rubiaceae	Pavetta	ternifolia	Cameroon	K		Davis, A.P.	3020	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Pavetta_ternifolia", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5034029	MaterialCitation	Plantae
s21425	Pentagonia spathicalyx	Gentianales	Rubiaceae	Pentagonia	spathicalyx		GB		Persson	1332	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Pentagonia_spathicalyx", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622031	MaterialCitation	Plantae
s21449	Pentodon pentandrus	Gentianales	Rubiaceae	Pentodon	pentandrus		GB		Sundstrum	2	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Pentodon_pentandrus", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622043	MaterialCitation	Plantae
s05268	Perama dichotoma	Gentianales	Rubiaceae	Perama	dichotoma	Brazil	K	K000447800	Zappi, D.C.	991	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Perama_dichotoma", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033646	MaterialCitation	Plantae
s21473	Phialanthus sp.	Gentianales	Rubiaceae	Phialanthus	sp.		GB		Rova	2270	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Phialanthus_sp.", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622053	MaterialCitation	Plantae
s21615	Plocama calabrica	Gentianales	Rubiaceae	Plocama	calabrica	Greece	K		Chase, M.W.	14239	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Plocama_calabrica", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622120	MaterialCitation	Plantae
s21497	Pogonopus tubulosus	Gentianales	Rubiaceae	Pogonopus	tubulosus		GB		Persson	333	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Pogonopus_tubulosus", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622064	MaterialCitation	Plantae
s21689	Polysphaeria sp.	Gentianales	Rubiaceae	Polysphaeria	sp.	Madagascar	K	K000214350	Briggs	181	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Polysphaeria_sp.", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622153	MaterialCitation	Plantae
s22477	Pomax umbellata	Gentianales	Rubiaceae	Pomax	umbellata		BRI	BRI AQ1016548	Simmons,	C.L.	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Pomax_umbellata", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599865	MaterialCitation	Plantae
s05270	Posoqueria latifolia	Gentianales	Rubiaceae	Posoqueria	latifolia		K		Maurin, O.	4390	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Posoqueria_latifolia", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033648	MaterialCitation	Plantae
s21623	Pouchetia sp.	Gentianales	Rubiaceae	Pouchetia	sp.	Madagascar	K				{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Pouchetia_sp.", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622124	MaterialCitation	Plantae
s21531	Preussiodora sulphurea	Gentianales	Rubiaceae	Preussiodora	sulphurea	Cameroon	K		Thompson	1352	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Preussiodora_sulphurea", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622081	MaterialCitation	Plantae
s05271	Prismatomeris sp.	Gentianales	Rubiaceae	Prismatomeris	sp.	Viet Nam	K		Davis, A.P.	4068	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Prismatomeris_sp.", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5084277	MaterialCitation	Plantae
s21577	Pseudaidia sp.	Gentianales	Rubiaceae	Pseudaidia	sp.	India	K		Ridsdale	246	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Pseudaidia_sp.", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622103	MaterialCitation	Plantae
s21587	Psychotria borbonica	Gentianales	Rubiaceae	Psychotria	borbonica	Mauritius	MAU		Page, W.	85	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Psychotria_borbonica", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622107	MaterialCitation	Plantae
s17875	Psychotria marginata	Gentianales	Rubiaceae	Psychotria	marginata						{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Psychotria_marginata", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR2040549	MaterialCitation	Plantae
s05272	Psychotria pandurata	Gentianales	Rubiaceae	Psychotria	pandurata	Tanzania	K		Davis, A.P.	2915	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Psychotria_pandurata", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033649	MaterialCitation	Plantae
s06574	Psydrax odoratus	Gentianales	Rubiaceae	Psydrax	odoratus	United States of America	K		Cantley, J.	111	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Psydrax_odoratus", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5034840	MaterialCitation	Plantae
s21561	Pyrostria revoluta	Gentianales	Rubiaceae	Pyrostria	revoluta	Mauritius	K		Chase, M.W.	12564	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Pyrostria_revoluta", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622096	MaterialCitation	Plantae
s21665	Pyrostria sp.	Gentianales	Rubiaceae	Pyrostria	sp.	Madagascar	K		Davis, A.	1164	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Pyrostria_sp.", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622141	MaterialCitation	Plantae
s21521	Rachicallis americana	Gentianales	Rubiaceae	Rachicallis	americana		GB		Rova	2259A	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Rachicallis_americana", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622076	MaterialCitation	Plantae
s21633	Ramosmania rodriguesii	Gentianales	Rubiaceae	Ramosmania	rodriguesii	Mauritius	K		Chase, M.W.	14847	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Ramosmania_rodriguesii", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622129	MaterialCitation	Plantae
s22723	Randia moorei	Gentianales	Rubiaceae	Randia	moorei		BRI	BRI AQ0836027	Forster, P.I.	40506	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Randia_moorei", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7599904	MaterialCitation	Plantae
s21571	Randia sp.	Gentianales	Rubiaceae	Randia	sp.	Viet Nam	K		Davis, A.P.	4052	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Randia_sp.", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622100	MaterialCitation	Plantae
s21545	Raritebe palicoureoides	Gentianales	Rubiaceae	Raritebe	palicoureoides		GB		Tuberquia	528	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Raritebe_palicoureoides", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622088	MaterialCitation	Plantae
s05236	Razafimandimbisonia minor	Gentianales	Rubiaceae	Razafimandimbisonia	minor	Madagascar	K		Maurin, O.	100	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Razafimandimbisonia_minor", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033626	MaterialCitation	Plantae
s21379	Remijia chelomaphylla	Gentianales	Rubiaceae	Remijia	chelomaphylla		GB		Persson	3252	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Remijia_chelomaphylla", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622008	MaterialCitation	Plantae
s05980	Retiniphyllum kuhlmannii	Gentianales	Rubiaceae	Retiniphyllum	kuhlmannii		K	K000578804	Sasaki, D.	2426	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Retiniphyllum_kuhlmannii", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5034804	MaterialCitation	Plantae
s21403	Richardia scabra	Gentianales	Rubiaceae	Richardia	scabra		GB		Persson	222	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Richardia_scabra", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622020	MaterialCitation	Plantae
s21427	Riodocea pulcherrima	Gentianales	Rubiaceae	Riodocea	pulcherrima		GB		Souza	245	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Riodocea_pulcherrima", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622032	MaterialCitation	Plantae
s21451	Rogiera amoena	Gentianales	Rubiaceae	Rogiera	amoena		GB		Rova	2409	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Rogiera_amoena", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622044	MaterialCitation	Plantae
s05273	Rondeletia buxifolia	Gentianales	Rubiaceae	Rondeletia	buxifolia		K		Hamilton, M.	296	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Rondeletia_buxifolia", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5034757	MaterialCitation	Plantae
s21475	Rosenbergiodendron longiflorum	Gentianales	Rubiaceae	Rosenbergiodendron	longiflorum		GB		Persson	664	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Rosenbergiodendron_longiflorum", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622054	MaterialCitation	Plantae
s21563	Rothmannia annae	Gentianales	Rubiaceae	Rothmannia	annae	Seychelles	K		Chase, M.W.	15947	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Rothmannia_annae", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622097	MaterialCitation	Plantae
s05274	Rubia peregrina	Gentianales	Rubiaceae	Rubia	peregrina	Ireland	K		Chase, M.W.	10137	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Rubia_peregrina", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033650	MaterialCitation	Plantae
s31596	Rubia tinctorum	Gentianales	Rubiaceae	Rubia	tinctorum						{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Rubia_tinctorum", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR11906429	MaterialCitation	Plantae
s21661	Rudgea stipulacea	Gentianales	Rubiaceae	Rudgea	stipulacea	Brazil	K	K000578102	Zappi, D.C.	986	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Rudgea_stipulacea", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622140	MaterialCitation	Plantae
s21499	Rustia schunkeana	Gentianales	Rubiaceae	Rustia	schunkeana		GB		Persson	3289	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Rustia_schunkeana", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622065	MaterialCitation	Plantae
s21457	Sabicea ceylanica	Gentianales	Rubiaceae	Sabicea	ceylanica	Sri Lanka	K		Morawetz	1149284	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Sabicea_ceylanica", "phyloTreeFileName": "global_tree_renamed.nex"}]}		MaterialCitation	Plantae
s05307	Saldinia aegialodes	Gentianales	Rubiaceae	Saldinia	aegialodes	Madagascar	K		Davis, A.P.	2713	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Saldinia_aegialodes", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033656	MaterialCitation	Plantae
s21523	Schizocalyx condoricus	Gentianales	Rubiaceae	Schizocalyx	condoricus		GB		Cornejo	9022	{"phylogenies": [{"phyloTreeTipLabel": "Gentianales_Rubiaceae_Schizocalyx_condoricus", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7622077	MaterialCitation	Plantae
